ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;0;0;-100000;-100000;-100000;-100000;-100000;-100000
0.85;0;0;0;-100000;-100000;-100000;-100000;-100000
0.9;0;0;0;0;-100000;-100000;-100000;-100000
0.91;0;0;0;0;0;-100000;-100000;-100000
0.92;0;0;0;0;0;-100000;-100000;-100000
0.93;0;0;0;0;0;-100000;-100000;-100000
0.94;0;0;0;0;0;-100000;-100000;-100000
0.95;0;0;0;0;0;-100000;-100000;-100000
0.96;0;0;0;0;0;-100000;-100000;-100000
0.97;0;0;0;0;0;-100000;-100000;-100000
0.98;0;0;0;0;0;0;-100000;-100000
0.99;0;0;0;0;0;0;-100000;-100000
1;99960;0;0;0;0;0;-100000;-100000
1.01;99969;0;0;0;0;0;-100000;-100000
1.02;499999;0;0;0;0;0;-100000;-100000
1.03;499999;0;0;0;0;0;-100000;-100000
1.04;499999;0;0;0;0;0;-100000;-100000
1.05;499999;0;0;0;0;0;-100000;-100000
1.06;499999;0;0;0;0;0;-100000;-100000
1.07;499999;0;0;0;0;0;-100000;-100000
1.08;499999;0;0;0;0;0;0;-100000
1.09;499999;0;0;0;0;0;0;-100000
1.1;499999;0;0;0;0;0;0;-100000
1.15;556370;13084;0;0;0;0;0;0
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
