Region,Year,ForestAreaOriginal,ForestsMatMin,ForestsMatMax,ForestsYoMin,ForestsYoMax
LT,2000,2019999.5,1413999,2625999,0,999000000
LT,2001,2025920.166,1418144,2633696,0,999000000
LT,2002,2031840.833,1422288,2641393,0,999000000
LT,2003,2037761.499,1426433,2649089,0,999000000
LT,2004,2043682.166,1430577,2656786,0,999000000
LT,2005,2049602.832,1434721,2664483,0,999000000
LT,2006,2056128.077,1439289,2672966,0,999000000
LT,2007,2062653.321,1443857,2681449,0,999000000
LT,2008,2069178.566,1448424,2689932,0,999000000
LT,2009,2075703.81,1452992,2698414,0,999000000
LT,2010,2082229.055,1457560,2706897,0,999000000
LT,2011,2089127.183,1462389,2715865,0,999000000
LT,2012,2096025.311,1467217,2724832,0,999000000
LT,2013,2102923.439,1472046,2733800,0,999000000
LT,2014,2109821.567,1476875,2742768,0,999000000
LT,2015,2116719.695,1481703,2751735,0,999000000
LT,2016,2123516.603,1486461,2760571,0,999000000
LT,2017,2130313.511,1491219,2769407,0,999000000
LT,2018,2137110.419,1495977,2778243,0,999000000
LT,2019,2143907.327,1500735,2787079,0,999000000
LT,2020,2150704.234,1505492,2795915,0,999000000
LT,2021,2157476.138,1510233,2804718,0,999000000
LT,2022,2164248.041,1514973,2813522,0,999000000
LT,2023,2171019.944,1519713,2822325,0,999000000
LT,2024,2177791.847,1524454,2831129,0,999000000
LT,2025,2184563.75,1529194,2839932,0,999000000
LT,2026,2191653.838,1534157,2849149,0,999000000
LT,2027,2198743.925,1539120,2858367,0,999000000
LT,2028,2205834.013,1544083,2867584,0,999000000
LT,2029,2212924.1,1549046,2876801,0,999000000
LT,2030,2220014.188,1554009,2886018,0,999000000
LT,2031,2227326.684,1559128,2895524,0,999000000
LT,2032,2234639.181,1564247,2905030,0,999000000
LT,2033,2241951.678,1569366,2914537,0,999000000
LT,2034,2249264.175,1574484,2924043,0,999000000
LT,2035,2256576.672,1579603,2933549,0,999000000
LT,2036,2264042.444,1584829,2943255,0,999000000
LT,2037,2271508.216,1590055,2952960,0,999000000
LT,2038,2278973.988,1595281,2962666,0,999000000
LT,2039,2286439.759,1600507,2972371,0,999000000
LT,2040,2293905.531,1605733,2982077,0,999000000
LT,2041,2301476.063,1611033,2991918,0,999000000
LT,2042,2309046.594,1616332,3001760,0,999000000
LT,2043,2316617.125,1621631,3011602,0,999000000
LT,2044,2324187.656,1626931,3021443,0,999000000
LT,2045,2331758.188,1632230,3031285,0,999000000
LT,2046,2339400.15,1637580,3041220,0,999000000
LT,2047,2347042.113,1642929,3051154,0,999000000
LT,2048,2354684.075,1648278,3061089,0,999000000
LT,2049,2362326.038,1653628,3071023,0,999000000
LT,2050,2369968,1658977,3080958,0,999000000
LT,2051,2377652.688,1664356,3090948,0,999000000
LT,2052,2385337.375,1669736,3100938,0,999000000
LT,2053,2393022.063,1675115,3110928,0,999000000
LT,2054,2400706.75,1680494,3120918,0,999000000
LT,2055,2408391.438,1685874,3130908,0,999000000
LT,2056,2416012.231,1691208,3140815,0,999000000
LT,2057,2423633.025,1696543,3150722,0,999000000
LT,2058,2431253.819,1701877,3160629,0,999000000
LT,2059,2438874.613,1707212,3170536,0,999000000
LT,2060,2446495.406,1712546,3180444,0,999000000
LT,2061,2453997.713,1717798,3190197,0,999000000
LT,2062,2461500.019,1723050,3199950,0,999000000
LT,2063,2469002.325,1728301,3209703,0,999000000
LT,2064,2476504.631,1733553,3219456,0,999000000
LT,2065,2484006.938,1738804,3229209,0,999000000
LT,2066,2491347.131,1743942,3238751,0,999000000
LT,2067,2498687.325,1749081,3248293,0,999000000
LT,2068,2506027.519,1754219,3257835,0,999000000
LT,2069,2513367.713,1759357,3267378,0,999000000
LT,2070,2520707.906,1764495,3276920,0,999000000
