Region,Year,ForestAreaOriginal,ForestsMatMin,ForestsMatMax,ForestsYoMin,ForestsYoMax
FR,2000,15289000,10702300,19875700,0,999000000
FR,2001,15309993.89,10716995,19902992,0,999000000
FR,2002,15330987.78,10731691,19930284,0,999000000
FR,2003,15351981.66,10746387,19957576,0,999000000
FR,2004,15372975.55,10761082,19984868,0,999000000
FR,2005,15393969.44,10775778,20012160,0,999000000
FR,2006,15395721.58,10777005,20014438,0,999000000
FR,2007,15397473.71,10778231,20016715,0,999000000
FR,2008,15399225.85,10779458,20018993,0,999000000
FR,2009,15400977.99,10780684,20021271,0,999000000
FR,2010,15402730.13,10781911,20023549,0,999000000
FR,2011,15396347.29,10777443,20015251,0,999000000
FR,2012,15389964.45,10772975,20006953,0,999000000
FR,2013,15383581.61,10768507,19998656,0,999000000
FR,2014,15377198.78,10764039,19990358,0,999000000
FR,2015,15370815.94,10759571,19982060,0,999000000
FR,2016,15382792.81,10767954,19997630,0,999000000
FR,2017,15394769.69,10776338,20013200,0,999000000
FR,2018,15406746.56,10784722,20028770,0,999000000
FR,2019,15418723.44,10793106,20044340,0,999000000
FR,2020,15430700.31,10801490,20059910,0,999000000
FR,2021,15498138.38,10848696,20147579,0,999000000
FR,2022,15565576.44,10895903,20235249,0,999000000
FR,2023,15633014.5,10943110,20322918,0,999000000
FR,2024,15700452.56,10990316,20410588,0,999000000
FR,2025,15767890.63,11037523,20498257,0,999000000
FR,2026,15867710.68,11107397,20628023,0,999000000
FR,2027,15967530.73,11177271,20757789,0,999000000
FR,2028,16067350.78,11247145,20887556,0,999000000
FR,2029,16167170.83,11317019,21017322,0,999000000
FR,2030,16266990.88,11386893,21147088,0,999000000
FR,2031,16281263.63,11396884,21165642,0,999000000
FR,2032,16295536.38,11406875,21184197,0,999000000
FR,2033,16309809.13,11416866,21202751,0,999000000
FR,2034,16324081.88,11426857,21221306,0,999000000
FR,2035,16338354.63,11436848,21239861,0,999000000
FR,2036,16330376.38,11431263,21229489,0,999000000
FR,2037,16322398.13,11425678,21219117,0,999000000
FR,2038,16314419.88,11420093,21208745,0,999000000
FR,2039,16306441.63,11414509,21198374,0,999000000
FR,2040,16298463.38,11408924,21188002,0,999000000
FR,2041,16291272.65,11403890,21178654,0,999000000
FR,2042,16284081.93,11398857,21169306,0,999000000
FR,2043,16276891.2,11393823,21159958,0,999000000
FR,2044,16269700.48,11388790,21150610,0,999000000
FR,2045,16262509.75,11383756,21141262,0,999000000
FR,2046,16256100.18,11379270,21132930,0,999000000
FR,2047,16249690.6,11374783,21124597,0,999000000
FR,2048,16243281.03,11370296,21116265,0,999000000
FR,2049,16236871.45,11365810,21107932,0,999000000
FR,2050,16230461.88,11361323,21099600,0,999000000
FR,2051,16224693.13,11357285,21092101,0,999000000
FR,2052,16218924.38,11353247,21084601,0,999000000
FR,2053,16213155.63,11349208,21077102,0,999000000
FR,2054,16207386.88,11345170,21069602,0,999000000
FR,2055,16201618.13,11341132,21062103,0,999000000
FR,2056,16196295.83,11337407,21055184,0,999000000
FR,2057,16190973.53,11333681,21048265,0,999000000
FR,2058,16185651.23,11329955,21041346,0,999000000
FR,2059,16180328.93,11326230,21034427,0,999000000
FR,2060,16175006.63,11322504,21027508,0,999000000
FR,2061,16169796.03,11318857,21020734,0,999000000
FR,2062,16164585.43,11315209,21013961,0,999000000
FR,2063,16159374.83,11311562,21007187,0,999000000
FR,2064,16154164.23,11307914,21000413,0,999000000
FR,2065,16148953.63,11304267,20993639,0,999000000
FR,2066,16144187.83,11300931,20987444,0,999000000
FR,2067,16139422.03,11297595,20981248,0,999000000
FR,2068,16134656.23,11294259,20975053,0,999000000
FR,2069,16129890.43,11290923,20968857,0,999000000
FR,2070,16125124.63,11287587,20962662,0,999000000
